Salt,Structure,Theory,Metal Basis Set,Halide Basis Set,Lattice Energy,a(0 K) [Angstrom],b(0 K) [Angstrom],c(0 K) [Angstrom],a(298 K) [Angstrom],b(298 K) [Angstrom],c(298 K) [Angstrom],Metal x,Metal y,Metal z,Halide x,Halide y,Halide z
LiI,Wurtzite,SG4,pob_TZVP,Sapporo-TZP,-7.28E+02,4.602186,4.602186,7.400068,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
NaCl,FiveFive,SG4,pob_TZVP,pob_TZVP,-7.23E+02,5.550391,8.135349,4.696946,,,,0.25,0.166667,0.5,0.25,0.333333,0
NaCl,NiAs,SG4,pob_TZVP,pob_TZVP,-7.27E+02,3.858674,3.858674,6.763138,,,,0,0,0,0.333333,0.666667,0.25
NaCl,Rocksalt,SG4,pob_TZVP,pob_TZVP,-7.32E+02,5.585048,5.585048,5.585048,,,,0,0,0,0.5,0.5,0.5
NaCl,Sphalerite,SG4,pob_TZVP,pob_TZVP,-7.11E+02,4.358065,4.358065,4.358065,,,,0,0,0,0.25,0.25,0.25
NaCl,Wurtzite,SG4,pob_TZVP,pob_TZVP,-7.13E+02,4.375989,4.375989,7.04546,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,SG4-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.79E+02,5.54492,7.842916,4.52811,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,SG4-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.85E+02,3.814147,3.814147,6.431303,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,SG4-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.87E+02,5.45853,5.45853,5.45853,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,SG4-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.77E+02,4.1846,4.1846,4.1846,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,SG4-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.78E+02,4.23814,4.23814,6.670192,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,SG4-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.30E+02,6.102084,8.495887,4.905103,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,SG4-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.39E+02,4.165709,4.165709,6.897008,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,SG4-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.39E+02,5.929892,5.929892,5.929892,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,SG4-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.30E+02,4.548072,4.548072,4.548072,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,SG4-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.31E+02,4.569174,4.569174,7.372387,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiF,FiveFive,SG4-rVV10m,pob_TZVP,pob_TZVP,-1.01E+03,4.063072,5.796959,3.346876,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiF,NiAs,SG4-rVV10m,pob_TZVP,pob_TZVP,-1.01E+03,2.814262,2.814262,4.871594,,,,0,0,0,0.333333,0.666667,0.25
LiF,Rocksalt,SG4-rVV10m,pob_TZVP,pob_TZVP,-1.02E+03,4.052149,4.052149,4.052149,,,,0,0,0,0.5,0.5,0.5
LiF,Sphalerite,SG4-rVV10m,pob_TZVP,pob_TZVP,-1.01E+03,3.093673,3.093673,3.093673,,,,0,0,0,0.25,0.25,0.25
LiF,Wurtzite,SG4-rVV10m,pob_TZVP,pob_TZVP,-1.01E+03,3.161389,3.161389,4.807993,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiCl,FiveFive,SG4-rVV10m,pob_TZVP,pob_TZVP,-8.15E+02,5.121996,7.248125,4.184707,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiCl,NiAs,SG4-rVV10m,pob_TZVP,pob_TZVP,-8.23E+02,3.528687,3.528687,6.002817,,,,0,0,0,0.333333,0.666667,0.25
LiCl,Rocksalt,SG4-rVV10m,pob_TZVP,pob_TZVP,-8.27E+02,5.059189,5.059189,5.059189,,,,0,0,0,0.5,0.5,0.5
LiCl,Sphalerite,SG4-rVV10m,pob_TZVP,pob_TZVP,-8.11E+02,3.860989,3.860989,3.860989,,,,0,0,0,0.25,0.25,0.25
LiCl,Wurtzite,SG4-rVV10m,pob_TZVP,pob_TZVP,-8.13E+02,3.973212,3.973212,5.937353,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,SG4-rVV10m,pob_TZVP,pob_TZVP,-7.81E+02,5.430543,7.762927,4.481928,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,SG4-rVV10m,pob_TZVP,pob_TZVP,-7.93E+02,3.753422,3.753422,6.354726,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,SG4-rVV10m,pob_TZVP,pob_TZVP,-7.96E+02,5.375378,5.375378,5.375378,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,SG4-rVV10m,pob_TZVP,pob_TZVP,-7.76E+02,4.132677,4.132677,4.132677,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,SG4-rVV10m,pob_TZVP,pob_TZVP,-7.77E+02,4.130608,4.130608,6.764526,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,SG4-rVV10m,pob_TZVP,Sapporo-TZP,-7.52E+02,6.10331,8.452376,4.879982,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,SG4-rVV10m,pob_TZVP,Sapporo-TZP,-7.67E+02,4.151532,4.151532,6.853613,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,SG4-rVV10m,pob_TZVP,Sapporo-TZP,-7.66E+02,5.904864,5.904864,5.904864,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,SG4-rVV10m,pob_TZVP,Sapporo-TZP,-7.53E+02,4.528993,4.528993,4.528993,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,SG4-rVV10m,pob_TZVP,Sapporo-TZP,-7.53E+02,4.544479,4.544479,7.356989,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
NaCl,FiveFive,SG4-rVV10m,pob_TZVP,pob_TZVP,-7.46E+02,5.517764,8.069642,4.65901,,,,0.25,0.166667,0.5,0.25,0.333333,0
NaCl,NiAs,SG4-rVV10m,pob_TZVP,pob_TZVP,-7.53E+02,3.82612,3.82612,6.716108,,,,0,0,0,0.333333,0.666667,0.25
NaCl,Rocksalt,SG4-rVV10m,pob_TZVP,pob_TZVP,-7.59E+02,5.540192,5.540192,5.540192,,,,0,0,0,0.5,0.5,0.5
NaCl,Sphalerite,SG4-rVV10m,pob_TZVP,pob_TZVP,-7.32E+02,4.325063,4.325063,4.325063,,,,0,0,0,0.25,0.25,0.25
NaCl,Wurtzite,SG4-rVV10m,pob_TZVP,pob_TZVP,-7.33E+02,4.341799,4.341799,6.996211,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,SG4-rVV10m-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-8.01E+02,5.510738,7.774153,4.488409,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,SG4-rVV10m-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-8.11E+02,3.785647,3.785647,6.379367,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,SG4-rVV10m-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-8.13E+02,5.416257,5.416257,5.416257,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,SG4-rVV10m-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.99E+02,4.149536,4.149536,4.149536,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,SG4-rVV10m-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.99E+02,4.214816,4.214816,6.573211,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,SG4-rVV10m-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.56E+02,6.049842,8.409905,4.855461,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,SG4-rVV10m-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.70E+02,4.127841,4.127841,6.827752,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,SG4-rVV10m-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.70E+02,5.873538,5.873538,5.873538,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,SG4-rVV10m-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.56E+02,4.50096,4.50096,4.50096,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,SG4-rVV10m-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.56E+02,4.509073,4.509073,7.336582,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiF,FiveFive,TMTPSS,pob_TZVP,pob_TZVP,-1.04E+03,4.017207,5.730247,3.308359,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiF,NiAs,TMTPSS,pob_TZVP,pob_TZVP,-1.04E+03,2.78827,2.78827,4.805598,,,,0,0,0,0.333333,0.666667,0.25
LiF,Rocksalt,TMTPSS,pob_TZVP,pob_TZVP,-1.05E+03,4.008713,4.008713,4.008713,,,,0,0,0,0.5,0.5,0.5
LiF,Sphalerite,TMTPSS,pob_TZVP,pob_TZVP,-1.03E+03,3.057948,3.057948,3.057948,,,,0,0,0,0.25,0.25,0.25
LiF,Wurtzite,TMTPSS,pob_TZVP,pob_TZVP,-1.03E+03,3.073878,3.073878,4.940537,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiCl,FiveFive,TMTPSS,pob_TZVP,pob_TZVP,-8.25E+02,5.191019,7.188678,4.150385,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiCl,NiAs,TMTPSS,pob_TZVP,pob_TZVP,-8.36E+02,3.547331,3.547331,6.012608,,,,0,0,0,0.333333,0.666667,0.25
LiCl,Rocksalt,TMTPSS,pob_TZVP,pob_TZVP,-8.40E+02,5.081139,5.081139,5.081139,,,,0,0,0,0.5,0.5,0.5
LiCl,Sphalerite,TMTPSS,pob_TZVP,pob_TZVP,-8.25E+02,3.833459,3.833459,3.833459,,,,0,0,0,0.25,0.25,0.25
LiCl,Wurtzite,TMTPSS,pob_TZVP,pob_TZVP,-8.26E+02,3.846532,3.846532,6.240217,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,TMTPSS,pob_TZVP,pob_TZVP,-7.40E+02,5.556543,7.730978,4.463482,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,TMTPSS,pob_TZVP,pob_TZVP,-7.51E+02,3.80409,3.80409,6.41622,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,TMTPSS,pob_TZVP,pob_TZVP,-7.54E+02,5.43962,5.43962,5.43962,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,TMTPSS,pob_TZVP,pob_TZVP,-7.40E+02,4.127676,4.127676,4.127676,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,TMTPSS,pob_TZVP,pob_TZVP,-7.41E+02,4.137312,4.137312,6.725413,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,TMTPSS,pob_TZVP,Sapporo-TZP,-7.43E+02,6.375853,8.462715,4.885951,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,TMTPSS,pob_TZVP,Sapporo-TZP,-7.51E+02,4.244371,4.244371,7.031689,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,TMTPSS,pob_TZVP,Sapporo-TZP,-7.51E+02,6.044981,6.044981,6.044981,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,TMTPSS,pob_TZVP,Sapporo-TZP,-7.49E+02,4.571736,4.571736,4.571736,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,TMTPSS,pob_TZVP,Sapporo-TZP,-7.49E+02,4.573907,4.573907,7.466786,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
NaCl,FiveFive,TMTPSS,pob_TZVP,pob_TZVP,-7.56E+02,5.488262,8.038575,4.641073,,,,0.25,0.166667,0.5,0.25,0.333333,0
NaCl,NiAs,TMTPSS,pob_TZVP,pob_TZVP,-7.68E+02,3.813232,3.813232,6.668524,,,,0,0,0,0.333333,0.666667,0.25
NaCl,Rocksalt,TMTPSS,pob_TZVP,pob_TZVP,-7.74E+02,5.512991,5.512991,5.512991,,,,0,0,0,0.5,0.5,0.5
NaCl,Sphalerite,TMTPSS,pob_TZVP,pob_TZVP,-7.38E+02,4.294589,4.294589,4.294589,,,,0,0,0,0.25,0.25,0.25
NaCl,Wurtzite,TMTPSS,pob_TZVP,pob_TZVP,-7.40E+02,4.314544,4.314544,6.942758,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,TMTPSS-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-8.02E+02,5.644685,7.759631,4.480025,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,TMTPSS-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-8.08E+02,3.839674,3.839674,6.451427,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,TMTPSS-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-8.11E+02,5.487907,5.487907,5.487907,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,TMTPSS-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-8.03E+02,4.154983,4.154983,4.154983,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,TMTPSS-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-8.03E+02,4.164491,4.164491,6.772285,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,TMTPSS-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.46E+02,6.298138,8.422785,4.862897,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,TMTPSS-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.55E+02,4.214912,4.214912,6.992278,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,TMTPSS-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.55E+02,6.004948,6.004948,6.004948,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,TMTPSS-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.51E+02,4.540028,4.540028,4.540028,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,TMTPSS-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.52E+02,4.54372,4.54372,7.416807,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiF,FiveFive,TMTPSS-rVV10L,pob_TZVP,pob_TZVP,-1.04E+03,4.012045,5.719213,3.301989,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiF,NiAs,TMTPSS-rVV10L,pob_TZVP,pob_TZVP,-1.05E+03,2.783838,2.783838,4.797797,,,,0,0,0,0.333333,0.666667,0.25
LiF,Rocksalt,TMTPSS-rVV10L,pob_TZVP,pob_TZVP,-1.06E+03,4.002311,4.002311,4.002311,,,,0,0,0,0.5,0.5,0.5
LiF,Sphalerite,TMTPSS-rVV10L,pob_TZVP,pob_TZVP,-1.04E+03,3.05297,3.05297,3.05297,,,,0,0,0,0.25,0.25,0.25
LiF,Wurtzite,TMTPSS-rVV10L,pob_TZVP,pob_TZVP,-1.04E+03,3.06867,3.06867,4.933156,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiCl,FiveFive,TMTPSS-rVV10L,pob_TZVP,pob_TZVP,-8.34E+02,5.182474,7.171548,4.140495,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiCl,NiAs,TMTPSS-rVV10L,pob_TZVP,pob_TZVP,-8.46E+02,3.540629,3.540629,5.999872,,,,0,0,0,0.333333,0.666667,0.25
LiCl,Rocksalt,TMTPSS-rVV10L,pob_TZVP,pob_TZVP,-8.50E+02,5.0711,5.0711,5.0711,,,,0,0,0,0.5,0.5,0.5
LiCl,Sphalerite,TMTPSS-rVV10L,pob_TZVP,pob_TZVP,-8.34E+02,3.825004,3.825004,3.825004,,,,0,0,0,0.25,0.25,0.25
LiCl,Wurtzite,TMTPSS-rVV10L,pob_TZVP,pob_TZVP,-8.35E+02,3.837663,3.837663,6.228066,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,TMTPSS-rVV10L,pob_TZVP,pob_TZVP,-7.50E+02,5.544831,7.702837,4.447235,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,TMTPSS-rVV10L,pob_TZVP,pob_TZVP,-7.63E+02,3.796323,3.796323,6.393309,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,TMTPSS-rVV10L,pob_TZVP,pob_TZVP,-7.66E+02,5.42532,5.42532,5.42532,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,TMTPSS-rVV10L,pob_TZVP,pob_TZVP,-7.50E+02,4.115689,4.115689,4.115689,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,TMTPSS-rVV10L,pob_TZVP,pob_TZVP,-7.50E+02,4.125114,4.125114,6.708972,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,TMTPSS-rVV10L,pob_TZVP,Sapporo-TZP,-7.55E+02,6.344319,8.435531,4.870256,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,TMTPSS-rVV10L,pob_TZVP,Sapporo-TZP,-7.65E+02,4.22914,4.22914,7.003542,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,TMTPSS-rVV10L,pob_TZVP,Sapporo-TZP,-7.65E+02,6.02215,6.02215,6.02215,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,TMTPSS-rVV10L,pob_TZVP,Sapporo-TZP,-7.60E+02,4.552914,4.552914,4.552914,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,TMTPSS-rVV10L,pob_TZVP,Sapporo-TZP,-7.61E+02,4.555724,4.555724,7.439444,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
NaCl,FiveFive,TMTPSS-rVV10L,pob_TZVP,pob_TZVP,-7.66E+02,5.47792,8.014055,4.626917,,,,0.25,0.166667,0.5,0.25,0.333333,0
NaCl,NiAs,TMTPSS-rVV10L,pob_TZVP,pob_TZVP,-7.80E+02,3.802902,3.802902,6.652695,,,,0,0,0,0.333333,0.666667,0.25
NaCl,Rocksalt,TMTPSS-rVV10L,pob_TZVP,pob_TZVP,-7.86E+02,5.498575,5.498575,5.498575,,,,0,0,0,0.5,0.5,0.5
NaCl,Sphalerite,TMTPSS-rVV10L,pob_TZVP,pob_TZVP,-7.48E+02,4.282492,4.282492,4.282492,,,,0,0,0,0.25,0.25,0.25
NaCl,Wurtzite,TMTPSS-rVV10L,pob_TZVP,pob_TZVP,-7.50E+02,4.301922,4.301922,6.925144,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,TMTPSS-rVV10L-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-8.11E+02,5.629973,7.73633,4.466572,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,TMTPSS-rVV10L-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-8.20E+02,3.829091,3.829091,6.432046,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,TMTPSS-rVV10L-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-8.22E+02,5.472753,5.472753,5.472753,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,TMTPSS-rVV10L-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-8.13E+02,4.142957,4.142957,4.142957,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,TMTPSS-rVV10L-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-8.13E+02,4.151501,4.151501,6.751083,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,TMTPSS-rVV10L-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.58E+02,6.269035,8.393321,4.845886,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,TMTPSS-rVV10L-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.69E+02,4.199704,4.199704,6.963818,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,TMTPSS-rVV10L-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.69E+02,5.982009,5.982009,5.982009,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,TMTPSS-rVV10L-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.63E+02,4.522272,4.522272,4.522272,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,TMTPSS-rVV10L-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.63E+02,4.525567,4.525567,7.38917,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiF,FiveFive,optB88,pob_TZVP,pob_TZVP,-9.89E+02,4.174356,5.947962,3.434058,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiF,NiAs,optB88,pob_TZVP,pob_TZVP,-9.80E+02,2.900886,2.900886,5.006647,,,,0,0,0,0.333333,0.666667,0.25
LiF,Rocksalt,optB88,pob_TZVP,pob_TZVP,-9.66E+02,4.14192,4.14192,4.14192,,,,0,0,0,0.5,0.5,0.5
LiF,Sphalerite,optB88,pob_TZVP,pob_TZVP,-9.65E+02,3.167793,3.167793,3.167793,,,,0,0,0,0.25,0.25,0.25
LiF,Wurtzite,optB88,pob_TZVP,pob_TZVP,-9.67E+02,3.196679,3.196679,4.963409,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiCl,FiveFive,optB88,pob_TZVP,pob_TZVP,-7.79E+02,5.493228,7.40582,4.275752,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiCl,NiAs,optB88,pob_TZVP,pob_TZVP,-7.73E+02,3.705341,3.705341,6.309319,,,,0,0,0,0.333333,0.666667,0.25
LiCl,Rocksalt,optB88,pob_TZVP,pob_TZVP,-7.56E+02,5.275472,5.275472,5.275472,,,,0,0,0,0.5,0.5,0.5
LiCl,Sphalerite,optB88,pob_TZVP,pob_TZVP,-7.63E+02,4.003604,4.003604,4.003604,,,,0,0,0,0.25,0.25,0.25
LiCl,Wurtzite,optB88,pob_TZVP,pob_TZVP,-7.64E+02,3.995533,3.995533,6.366718,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,optB88,pob_TZVP,pob_TZVP,-7.18E+02,5.770502,7.955909,4.593346,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,optB88,pob_TZVP,pob_TZVP,-7.11E+02,3.946089,3.946089,6.685402,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,optB88,pob_TZVP,pob_TZVP,-7.15E+02,5.649633,5.649633,5.649633,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,optB88,pob_TZVP,pob_TZVP,-7.23E+02,4.316935,4.316935,4.316935,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,optB88,pob_TZVP,pob_TZVP,-7.23E+02,4.304372,4.304372,6.911783,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,optB88,pob_TZVP,Sapporo-TZP,-6.83E+02,6.792993,8.586298,4.957302,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,optB88,pob_TZVP,Sapporo-TZP,-6.74E+02,4.378346,4.378346,7.275526,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,optB88,pob_TZVP,Sapporo-TZP,-6.75E+02,6.242877,6.242877,6.242877,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,optB88,pob_TZVP,Sapporo-TZP,-6.91E+02,4.750545,4.750545,4.750545,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,optB88,pob_TZVP,Sapporo-TZP,-6.91E+02,4.719983,4.719983,7.634469,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
NaCl,FiveFive,optB88,pob_TZVP,pob_TZVP,-6.94E+02,5.681571,8.223101,4.747609,,,,0.25,0.166667,0.5,0.25,0.333333,0
NaCl,NiAs,optB88,pob_TZVP,pob_TZVP,-6.93E+02,3.954786,3.954786,6.883492,,,,0,0,0,0.333333,0.666667,0.25
NaCl,Rocksalt,optB88,pob_TZVP,pob_TZVP,-6.99E+02,5.715521,5.715521,5.715521,,,,0,0,0,0.5,0.5,0.5
NaCl,Sphalerite,optB88,pob_TZVP,pob_TZVP,-6.87E+02,4.39177,4.39177,4.39177,,,,0,0,0,0.25,0.25,0.25
NaCl,Wurtzite,optB88,pob_TZVP,pob_TZVP,-6.88E+02,4.408036,4.408036,7.117516,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,optB88-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.17E+02,5.883561,7.94586,4.587544,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,optB88-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.10E+02,3.966734,3.966734,6.691826,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,optB88-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.13E+02,5.678045,5.678045,5.678045,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,optB88-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.22E+02,4.309559,4.309559,4.309559,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,optB88-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.22E+02,4.31585,4.31585,6.922219,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,optB88-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.11E+02,6.771847,8.567437,4.946412,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,optB88-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-6.73E+02,4.345712,4.345712,7.239898,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,optB88-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-6.75E+02,6.200763,6.200763,6.200763,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,optB88-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-6.89E+02,4.701577,4.701577,4.701577,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,optB88-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-6.89E+02,4.679209,4.679209,7.610515,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiF,FiveFive,optB88-vdW,pob_TZVP,pob_TZVP,-1.01E+03,4.05585,5.764254,3.327993,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiF,NiAs,optB88-vdW,pob_TZVP,pob_TZVP,-1.03E+03,2.827113,2.827113,4.885704,,,,0,0,0,0.333333,0.666667,0.25
LiF,Rocksalt,optB88-vdW,pob_TZVP,pob_TZVP,-1.02E+03,4.041541,4.041541,4.041541,,,,0,0,0,0.5,0.5,0.5
LiF,Sphalerite,optB88-vdW,pob_TZVP,pob_TZVP,-1.01E+03,3.086044,3.086044,3.086044,,,,0,0,0,0.25,0.25,0.25
