Salt,Structure,Theory,Metal Basis Set,Halide Basis Set,Lattice Energy,a(0 K) [Angstrom],b(0 K) [Angstrom],c(0 K) [Angstrom],a(298 K) [Angstrom],b(298 K) [Angstrom],c(298 K) [Angstrom],Metal x,Metal y,Metal z,Halide x,Halide y,Halide z
LiBr,FiveFive,TMTPSS-rVV10L-DKH3,pob_TZVP,Sapporo-QZP-DKH3,-8.13E+02,5.630894,7.681487,4.434909,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,TMTPSS-rVV10L-DKH3,pob_TZVP,Sapporo-QZP-DKH3,-8.23E+02,3.80952,3.80952,6.396807,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,TMTPSS-rVV10L-DKH3,pob_TZVP,Sapporo-QZP-DKH3,-8.24E+02,5.44619,5.44619,5.44619,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,TMTPSS-rVV10L-DKH3,pob_TZVP,Sapporo-QZP-DKH3,-8.16E+02,4.121458,4.121458,4.121458,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,TMTPSS-rVV10L-DKH3,pob_TZVP,Sapporo-QZP-DKH3,-8.17E+02,4.130204,4.130204,6.719426,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,TMTPSS-rVV10L-DKH3,pob_TZVP,Sapporo-QZP-DKH3,-7.61E+02,6.272524,8.350798,4.821335,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,TMTPSS-rVV10L-DKH3,pob_TZVP,Sapporo-QZP-DKH3,-7.71E+02,4.188824,4.188824,6.929463,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,TMTPSS-rVV10L-DKH3,pob_TZVP,Sapporo-QZP-DKH3,-7.70E+02,5.962107,5.962107,5.962107,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,TMTPSS-rVV10L-DKH3,pob_TZVP,Sapporo-QZP-DKH3,-7.65E+02,4.505097,4.505097,4.505097,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,TMTPSS-rVV10L-DKH3,pob_TZVP,Sapporo-QZP-DKH3,-7.66E+02,4.506545,4.506545,7.361792,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiF,FiveFive,optB88-vdW,pob_TZVP,Sapporo-QZP,-1.01E+03,4.057894,5.779846,3.336996,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiF,NiAs,optB88-vdW,pob_TZVP,Sapporo-QZP,-1.01E+03,2.807809,2.807809,4.857997,,,,0,0,0,0.333333,0.666667,0.25
LiF,Rocksalt,optB88-vdW,pob_TZVP,Sapporo-QZP,-1.02E+03,4.04558,4.04558,4.04558,,,,0,0,0,0.5,0.5,0.5
LiF,Sphalerite,optB88-vdW,pob_TZVP,Sapporo-QZP,-1.01E+03,3.084408,3.084408,3.084408,,,,0,0,0,0.25,0.25,0.25
LiF,Wurtzite,optB88-vdW,pob_TZVP,Sapporo-QZP,-1.01E+03,3.10013,3.10013,4.992542,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiCl,FiveFive,optB88-vdW,pob_TZVP,Sapporo-QZP,-8.43E+02,5.227396,7.240037,4.180037,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiCl,NiAs,optB88-vdW,pob_TZVP,Sapporo-QZP,-8.47E+02,3.566757,3.566757,6.047972,,,,0,0,0,0.333333,0.666667,0.25
LiCl,Rocksalt,optB88-vdW,pob_TZVP,Sapporo-QZP,-8.50E+02,5.129137,5.129137,5.129137,,,,0,0,0,0.5,0.5,0.5
LiCl,Sphalerite,optB88-vdW,pob_TZVP,Sapporo-QZP,-8.44E+02,3.880072,3.880072,3.880072,,,,0,0,0,0.25,0.25,0.25
LiCl,Wurtzite,optB88-vdW,pob_TZVP,Sapporo-QZP,-8.45E+02,3.89544,3.89544,6.362055,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,optB88-vdW,pob_TZVP,Sapporo-QZP,-7.99E+02,5.672213,7.733605,4.464999,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,optB88-vdW,pob_TZVP,Sapporo-QZP,-8.04E+02,3.82919,3.82919,6.430926,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,optB88-vdW,pob_TZVP,Sapporo-QZP,-8.06E+02,5.509697,5.509697,5.509697,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,optB88-vdW,pob_TZVP,Sapporo-QZP,-8.01E+02,4.161622,4.161622,4.161622,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,optB88-vdW,pob_TZVP,Sapporo-QZP,-8.01E+02,4.144395,4.144395,6.747833,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,optB88-vdW,pob_TZVP,Sapporo-QZP,-7.48E+02,6.312775,8.392529,4.845429,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,optB88-vdW,pob_TZVP,Sapporo-QZP,-7.55E+02,4.214375,4.214375,6.937203,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,optB88-vdW,pob_TZVP,Sapporo-QZP,-7.56E+02,6.01723,6.01723,6.01723,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,optB88-vdW,pob_TZVP,Sapporo-QZP,-7.54E+02,4.518594,4.518594,4.518594,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,optB88-vdW,pob_TZVP,Sapporo-QZP,-7.54E+02,4.540503,4.540503,7.380403,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
NaCl,FiveFive,optB88-vdW,pob_TZVP,Sapporo-QZP,-7.82E+02,5.546221,8.061347,4.654221,,,,0.25,0.166667,0.5,0.25,0.333333,0
NaCl,NiAs,optB88-vdW,pob_TZVP,Sapporo-QZP,-7.89E+02,3.878726,3.878726,6.688383,,,,0,0,0,0.333333,0.666667,0.25
NaCl,Rocksalt,optB88-vdW,pob_TZVP,Sapporo-QZP,-7.95E+02,5.577752,5.577752,5.577752,,,,0,0,0,0.5,0.5,0.5
NaCl,Sphalerite,optB88-vdW,pob_TZVP,Sapporo-QZP,-7.71E+02,4.325197,4.325197,4.325197,,,,0,0,0,0.25,0.25,0.25
NaCl,Wurtzite,optB88-vdW,pob_TZVP,Sapporo-QZP,-7.73E+02,4.329248,4.329248,7.083609,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,optB88-vdW-DKH3,pob_TZVP,Sapporo-QZP-DKH3,-7.99E+02,5.649615,7.672767,4.429874,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,optB88-vdW-DKH3,pob_TZVP,Sapporo-QZP-DKH3,-8.05E+02,3.829585,3.829585,6.410136,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,optB88-vdW-DKH3,pob_TZVP,Sapporo-QZP-DKH3,-8.05E+02,5.456918,5.456918,5.456918,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,optB88-vdW-DKH3,pob_TZVP,Sapporo-QZP-DKH3,-8.01E+02,4.138918,4.138918,4.138918,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,optB88-vdW-DKH3,pob_TZVP,Sapporo-QZP-DKH3,-8.02E+02,4.151394,4.151394,6.817145,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,optB88-vdW-DKH3,pob_TZVP,Sapporo-QZP-DKH3,-7.50E+02,6.22658,8.31369,4.799911,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,optB88-vdW-DKH3,pob_TZVP,Sapporo-QZP-DKH3,-7.56E+02,4.179165,4.179165,6.910751,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,optB88-vdW-DKH3,pob_TZVP,Sapporo-QZP-DKH3,-7.56E+02,5.948723,5.948723,5.948723,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,optB88-vdW-DKH3,pob_TZVP,Sapporo-QZP-DKH3,-7.55E+02,4.486271,4.486271,4.486271,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,optB88-vdW-DKH3,pob_TZVP,Sapporo-QZP-DKH3,-7.55E+02,4.488291,4.488291,7.329641,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiF,FiveFive,rev-vdW-DF2,pob_TZVP,Sapporo-QZP,-1.01E+03,4.061875,5.792599,3.344359,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiF,NiAs,rev-vdW-DF2,pob_TZVP,Sapporo-QZP,-1.00E+03,2.810749,2.810749,4.865141,,,,0,0,0,0.333333,0.666667,0.25
LiF,Rocksalt,rev-vdW-DF2,pob_TZVP,Sapporo-QZP,-1.01E+03,4.048277,4.048277,4.048277,,,,0,0,0,0.5,0.5,0.5
LiF,Sphalerite,rev-vdW-DF2,pob_TZVP,Sapporo-QZP,-1.00E+03,3.088234,3.088234,3.088234,,,,0,0,0,0.25,0.25,0.25
LiF,Wurtzite,rev-vdW-DF2,pob_TZVP,Sapporo-QZP,-1.00E+03,3.102909,3.102909,4.989472,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiCl,FiveFive,rev-vdW-DF2,pob_TZVP,Sapporo-QZP,-8.36E+02,5.203729,7.233869,4.176476,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiCl,NiAs,rev-vdW-DF2,pob_TZVP,Sapporo-QZP,-8.40E+02,3.559667,3.559667,6.027236,,,,0,0,0,0.333333,0.666667,0.25
LiCl,Rocksalt,rev-vdW-DF2,pob_TZVP,Sapporo-QZP,-8.44E+02,5.110954,5.110954,5.110954,,,,0,0,0,0.5,0.5,0.5
LiCl,Sphalerite,rev-vdW-DF2,pob_TZVP,Sapporo-QZP,-8.37E+02,3.884599,3.884599,3.884599,,,,0,0,0,0.25,0.25,0.25
LiCl,Wurtzite,rev-vdW-DF2,pob_TZVP,Sapporo-QZP,-8.37E+02,3.884662,3.884662,6.349485,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,rev-vdW-DF2,pob_TZVP,Sapporo-QZP,-7.91E+02,5.643203,7.726167,4.460704,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,rev-vdW-DF2,pob_TZVP,Sapporo-QZP,-7.97E+02,3.81987,3.81987,6.415077,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,rev-vdW-DF2,pob_TZVP,Sapporo-QZP,-7.99E+02,5.486724,5.486724,5.486724,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,rev-vdW-DF2,pob_TZVP,Sapporo-QZP,-7.94E+02,4.163212,4.163212,4.163212,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,rev-vdW-DF2,pob_TZVP,Sapporo-QZP,-7.94E+02,4.147175,4.147175,6.751607,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,rev-vdW-DF2,pob_TZVP,Sapporo-QZP,-7.41E+02,6.250014,8.425792,4.864634,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,rev-vdW-DF2,pob_TZVP,Sapporo-QZP,-7.49E+02,4.217536,4.217536,6.897904,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,rev-vdW-DF2,pob_TZVP,Sapporo-QZP,-7.49E+02,5.998379,5.998379,5.998379,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,rev-vdW-DF2,pob_TZVP,Sapporo-QZP,-7.47E+02,4.53722,4.53722,4.53722,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,rev-vdW-DF2,pob_TZVP,Sapporo-QZP,-7.47E+02,4.538906,4.538906,7.377633,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
NaCl,FiveFive,rev-vdW-DF2,pob_TZVP,Sapporo-QZP,-7.73E+02,5.54904,8.096062,4.674264,,,,0.25,0.166667,0.5,0.25,0.333333,0
NaCl,NiAs,rev-vdW-DF2,pob_TZVP,Sapporo-QZP,-7.79E+02,3.86958,3.86958,6.658148,,,,0,0,0,0.333333,0.666667,0.25
NaCl,Rocksalt,rev-vdW-DF2,pob_TZVP,Sapporo-QZP,-7.85E+02,5.611643,5.611643,5.611643,,,,0,0,0,0.5,0.5,0.5
NaCl,Sphalerite,rev-vdW-DF2,pob_TZVP,Sapporo-QZP,-7.63E+02,4.329368,4.329368,4.329368,,,,0,0,0,0.25,0.25,0.25
NaCl,Wurtzite,rev-vdW-DF2,pob_TZVP,Sapporo-QZP,-7.65E+02,4.346159,4.346159,7.073882,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,rev-vdW-DF2-DKH3,pob_TZVP,Sapporo-QZP-DKH3,-7.92E+02,5.668324,7.671245,4.428995,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,rev-vdW-DF2-DKH3,pob_TZVP,Sapporo-QZP-DKH3,-7.98E+02,3.815242,3.815242,6.411108,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,rev-vdW-DF2-DKH3,pob_TZVP,Sapporo-QZP-DKH3,-7.99E+02,5.459028,5.459028,5.459028,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,rev-vdW-DF2-DKH3,pob_TZVP,Sapporo-QZP-DKH3,-7.94E+02,4.160859,4.160859,4.160859,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,rev-vdW-DF2-DKH3,pob_TZVP,Sapporo-QZP-DKH3,-7.95E+02,4.167855,4.167855,6.824208,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,rev-vdW-DF2-DKH3,pob_TZVP,Sapporo-QZP-DKH3,-7.43E+02,6.196363,8.32078,4.804005,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,rev-vdW-DF2-DKH3,pob_TZVP,Sapporo-QZP-DKH3,-7.50E+02,4.164629,4.164629,6.882591,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,rev-vdW-DF2-DKH3,pob_TZVP,Sapporo-QZP-DKH3,-7.49E+02,5.926998,5.926998,5.926998,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,rev-vdW-DF2-DKH3,pob_TZVP,Sapporo-QZP-DKH3,-7.47E+02,4.486138,4.486138,4.486138,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,rev-vdW-DF2-DKH3,pob_TZVP,Sapporo-QZP-DKH3,-7.48E+02,4.488418,4.488418,7.329563,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiF,FiveFive,B86r,pob_TZVP,pob_TZVP,-1.00E+03,4.153682,5.926459,3.421643,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiF,NiAs,B86r,pob_TZVP,pob_TZVP,-9.91E+02,2.886607,2.886607,4.983997,,,,0,0,0,0.333333,0.666667,0.25
LiF,Rocksalt,B86r,pob_TZVP,pob_TZVP,-1.00E+03,4.153236,4.153236,4.153236,,,,0,0,0,0.5,0.5,0.5
LiF,Sphalerite,B86r,pob_TZVP,pob_TZVP,-9.75E+02,3.156237,3.156237,3.156237,,,,0,0,0,0.25,0.25,0.25
LiF,Wurtzite,B86r,pob_TZVP,pob_TZVP,-9.99E+02,3.20748,3.20748,4.994994,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiCl,FiveFive,B86r,pob_TZVP,pob_TZVP,-7.90E+02,5.407711,7.386005,4.264312,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiCl,NiAs,B86r,pob_TZVP,pob_TZVP,-7.85E+02,3.676125,3.676125,6.25768,,,,0,0,0,0.333333,0.666667,0.25
LiCl,Rocksalt,B86r,pob_TZVP,pob_TZVP,-7.90E+02,5.272896,5.272896,5.272896,,,,0,0,0,0.5,0.5,0.5
LiCl,Sphalerite,B86r,pob_TZVP,pob_TZVP,-7.73E+02,3.940017,3.940017,3.940017,,,,0,0,0,0.25,0.25,0.25
LiCl,Wurtzite,B86r,pob_TZVP,pob_TZVP,-7.93E+02,4.004872,4.004872,6.374129,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,B86r,pob_TZVP,pob_TZVP,-7.30E+02,5.679352,7.923566,4.574673,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,B86r,pob_TZVP,pob_TZVP,-7.25E+02,3.905966,3.905966,6.616368,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,B86r,pob_TZVP,pob_TZVP,-7.29E+02,5.592422,5.592422,5.592422,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,B86r,pob_TZVP,pob_TZVP,-7.33E+02,4.291512,4.291512,4.291512,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,B86r,pob_TZVP,pob_TZVP,-7.34E+02,4.277559,4.277559,6.855424,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,B86r,pob_TZVP,Sapporo-TZP,-6.95E+02,6.593861,8.571147,4.948554,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,B86r,pob_TZVP,Sapporo-TZP,-6.89E+02,4.333373,4.333373,7.189523,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,B86r,pob_TZVP,Sapporo-TZP,-6.89E+02,6.175125,6.175125,6.175125,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,B86r,pob_TZVP,Sapporo-TZP,-7.03E+02,4.687807,4.687807,4.687807,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,B86r,pob_TZVP,Sapporo-TZP,-7.03E+02,4.67579,4.67579,7.606025,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
NaCl,FiveFive,B86r,pob_TZVP,pob_TZVP,-7.05E+02,5.644222,8.184186,4.725142,,,,0.25,0.166667,0.5,0.25,0.333333,0
NaCl,NiAs,B86r,pob_TZVP,pob_TZVP,-7.05E+02,3.929106,3.929106,6.846527,,,,0,0,0,0.333333,0.666667,0.25
NaCl,Rocksalt,B86r,pob_TZVP,pob_TZVP,-7.11E+02,5.680185,5.680185,5.680185,,,,0,0,0,0.5,0.5,0.5
NaCl,Sphalerite,B86r,pob_TZVP,pob_TZVP,-6.97E+02,4.370877,4.370877,4.370877,,,,0,0,0,0.25,0.25,0.25
NaCl,Wurtzite,B86r,pob_TZVP,pob_TZVP,-6.98E+02,4.391848,4.391848,7.059555,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,B86r-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.29E+02,5.78953,7.918501,4.571749,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,B86r-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.24E+02,3.931421,3.931421,6.627556,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,B86r-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.25E+02,5.625981,5.625981,5.625981,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,B86r-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.33E+02,4.299877,4.299877,4.299877,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,B86r-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.33E+02,4.283547,4.283547,6.894919,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,B86r-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-6.94E+02,6.486624,8.541472,4.931421,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,B86r-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-6.88E+02,4.303077,4.303077,7.154402,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,B86r-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-6.89E+02,6.135162,6.135162,6.135162,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,B86r-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.01E+02,4.656013,4.656013,4.656013,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,B86r-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.01E+02,4.64887,4.64887,7.542478,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiF,FiveFive,BEEF-vdW,pob_TZVP,pob_TZVP,-1.00E+03,4.157467,5.879584,3.394579,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiF,NiAs,BEEF-vdW,pob_TZVP,pob_TZVP,-9.97E+02,2.872376,2.872376,4.948661,,,,0,0,0,0.333333,0.666667,0.25
LiF,Rocksalt,BEEF-vdW,pob_TZVP,pob_TZVP,-1.01E+03,4.129009,4.129009,4.129009,,,,0,0,0,0.5,0.5,0.5
LiF,Sphalerite,BEEF-vdW,pob_TZVP,pob_TZVP,-1.00E+03,3.149389,3.149389,3.149389,,,,0,0,0,0.25,0.25,0.25
LiF,Wurtzite,BEEF-vdW,pob_TZVP,pob_TZVP,-1.00E+03,3.187504,3.187504,5.001396,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiCl,FiveFive,BEEF-vdW,pob_TZVP,pob_TZVP,-8.08E+02,5.380977,7.231276,4.174979,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiCl,NiAs,BEEF-vdW,pob_TZVP,pob_TZVP,-8.09E+02,3.625794,3.625794,6.137427,,,,0,0,0,0.333333,0.666667,0.25
LiCl,Rocksalt,BEEF-vdW,pob_TZVP,pob_TZVP,-8.13E+02,5.18726,5.18726,5.18726,,,,0,0,0,0.5,0.5,0.5
LiCl,Sphalerite,BEEF-vdW,pob_TZVP,pob_TZVP,-8.13E+02,3.914195,3.914195,3.914195,,,,0,0,0,0.25,0.25,0.25
LiCl,Wurtzite,BEEF-vdW,pob_TZVP,pob_TZVP,-8.14E+02,3.927528,3.927528,6.357159,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,BEEF-vdW,pob_TZVP,pob_TZVP,-7.65E+02,5.704016,7.800845,4.50382,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,BEEF-vdW,pob_TZVP,pob_TZVP,-7.66E+02,3.869778,3.869778,6.535025,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,BEEF-vdW,pob_TZVP,pob_TZVP,-7.69E+02,5.533712,5.533712,5.533712,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,BEEF-vdW,pob_TZVP,pob_TZVP,-7.70E+02,4.222801,4.222801,4.222801,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,BEEF-vdW,pob_TZVP,pob_TZVP,-7.70E+02,4.231764,4.231764,6.865822,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,BEEF-vdW,pob_TZVP,Sapporo-TZP,-7.36E+02,6.68167,8.471905,4.891257,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,BEEF-vdW,pob_TZVP,Sapporo-TZP,-7.36E+02,4.305269,4.305269,7.116545,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,BEEF-vdW,pob_TZVP,Sapporo-TZP,-7.36E+02,6.12421,6.12421,6.12421,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,BEEF-vdW,pob_TZVP,Sapporo-TZP,-7.45E+02,4.647932,4.647932,4.647932,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,BEEF-vdW,pob_TZVP,Sapporo-TZP,-7.45E+02,4.649766,4.649766,7.595284,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
NaCl,FiveFive,BEEF-vdW,pob_TZVP,pob_TZVP,-7.49E+02,5.657969,8.124169,4.690491,,,,0.25,0.166667,0.5,0.25,0.333333,0
NaCl,NiAs,BEEF-vdW,pob_TZVP,pob_TZVP,-7.56E+02,3.923611,3.923611,6.818024,,,,0,0,0,0.333333,0.666667,0.25
NaCl,Rocksalt,BEEF-vdW,pob_TZVP,pob_TZVP,-7.62E+02,5.668846,5.668846,5.668846,,,,0,0,0,0.5,0.5,0.5
NaCl,Sphalerite,BEEF-vdW,pob_TZVP,pob_TZVP,-7.40E+02,4.352591,4.352591,4.352591,,,,0,0,0,0.25,0.25,0.25
NaCl,Wurtzite,BEEF-vdW,pob_TZVP,pob_TZVP,-7.41E+02,4.366756,4.366756,7.064145,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiBr,FiveFive,BEEF-vdW-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.89E+02,5.816834,7.820496,4.515165,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiBr,NiAs,BEEF-vdW-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.87E+02,3.8976,3.8976,6.544137,,,,0,0,0,0.333333,0.666667,0.25
LiBr,Rocksalt,BEEF-vdW-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.90E+02,5.566949,5.566949,5.566949,,,,0,0,0,0.5,0.5,0.5
LiBr,Sphalerite,BEEF-vdW-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.94E+02,4.236706,4.236706,4.236706,,,,0,0,0,0.25,0.25,0.25
LiBr,Wurtzite,BEEF-vdW-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.94E+02,4.253716,4.253716,6.877757,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiI,FiveFive,BEEF-vdW-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.38E+02,6.581369,8.453764,4.880783,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiI,NiAs,BEEF-vdW-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.37E+02,4.283725,4.283725,7.081687,,,,0,0,0,0.333333,0.666667,0.25
LiI,Rocksalt,BEEF-vdW-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.37E+02,6.093931,6.093931,6.093931,,,,0,0,0,0.5,0.5,0.5
LiI,Sphalerite,BEEF-vdW-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.45E+02,4.625295,4.625295,4.625295,,,,0,0,0,0.25,0.25,0.25
LiI,Wurtzite,BEEF-vdW-DKH3,pob_TZVP,Sapporo-TZP-DKH3,-7.45E+02,4.628936,4.628936,7.554046,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiF,FiveFive,PBE,pob_TZVP,pob_TZVP,-9.99E+02,4.112145,5.866612,3.38709,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiF,NiAs,PBE,pob_TZVP,pob_TZVP,-9.95E+02,2.855349,2.855349,4.933639,,,,0,0,0,0.333333,0.666667,0.25
LiF,Rocksalt,PBE,pob_TZVP,pob_TZVP,-1.00E+03,4.108946,4.108946,4.108946,,,,0,0,0,0.5,0.5,0.5
LiF,Sphalerite,PBE,pob_TZVP,pob_TZVP,-9.95E+02,3.128968,3.128968,3.128968,,,,0,0,0,0.25,0.25,0.25
LiF,Wurtzite,PBE,pob_TZVP,pob_TZVP,-9.98E+02,3.179727,3.179727,4.927154,,,,0.333333,0.666667,0,0.333333,0.666667,0.375
LiCl,FiveFive,PBE,pob_TZVP,pob_TZVP,-7.96E+02,5.254063,7.316468,4.224165,,,,0.25,0.166667,0.5,0.25,0.333333,0
LiCl,NiAs,PBE,pob_TZVP,pob_TZVP,-7.97E+02,3.606738,3.606738,6.133416,,,,0,0,0,0.333333,0.666667,0.25
LiCl,Rocksalt,PBE,pob_TZVP,pob_TZVP,-8.01E+02,5.171114,5.171114,5.171114,,,,0,0,0,0.5,0.5,0.5
LiCl,Sphalerite,PBE,pob_TZVP,pob_TZVP,-7.96E+02,3.911568,3.911568,3.911568,,,,0,0,0,0.25,0.25,0.25
